number,meters
250001183977,6
250001183979,12.8
250001183981,12.8
250001183982,12.8
250001183983,12.8
250001183984,13.4
250001183985,7.38
250001183986,3.2
250001183987,12.8
250001183988,0.1
250001183989,12.8
250001183990,12.8
250001183991,12.8
250001183992,12.8
250001183994,2.2
250001183996,3.2
250001183998,13.4
250001183999,7.7
250001184000,12.8
250001184001,12.8
250001184002,7.7
250001184003,6.4
250001184005,12.8
250001184006,13.4
250001184008,13.4
250001184012,12.8
250001184013,12.8
250001184014,9.6
250001184015,12.5
250001184016,13.4
250001184018,10.72
250001184019,3.2
250001184020,8.8
250001184021,6.4
250001184023,12.8
250001184024,12.8
250001184025,6.05
250001184032,7.47
250001184033,12.8
250001184034,12.8
250001184036,7.65
250001184041,10.8
250001184042,3.2
250001184043,6.6
250001184044,6.4
250001184046,6.4
250001184048,3
250001184051,13.4
250001184052,13.4
250001184053,13.4
250001184055,13.4
250001184056,13.4
250001184057,12.8
250001184058,13.4
250001184059,13.4
250001184060,12.8
250001184061,6
250001184064,16.63
250001184068,7.4
250001184069,11.7
250001184070,12.8
250001184073,13.4
250001184075,8.25
250001184076,2
250001184077,10.05
250001184078,13.6
250001184079,13.6
250001184080,13.4
250001184081,3.7
250001184082,10.72
250001184084,9.6
250001184085,0
250001184086,12.8
250001184088,12.8
250001184089,6.55
250001184092,12.5
250001184093,10.05
250001184094,4.27
250001184095,12.8
250001184096,13.4
250001184099,5.03
250001184100,3.38
250001184101,12.8
250001184102,6.25
250001184103,12.8
250001184104,3.38
250001184105,11
250001184106,12.8
250001184107,14.41
250001184111,6.7
250001184112,12.8
250001184113,8.93
250001184115,12.8
250001184117,4.75
250001184118,6.4
250001184120,13.4
250001184121,8.93
250001184122,6.65
250001184123,13.4
250001184124,9
250001184125,0.5
250001184128,12.8
250001184130,5.5
250001184131,3.2
250001184132,3.86
250001184134,5.93
250001184136,8.5
250001184137,0
250001184143,0
250001184145,12.8
250001184146,13.4
250001184147,6.4
250001184151,10.72
250001184152,12.5
250001184153,12.8
250001184154,9.6
250001184155,13.4
250001184159,13.4
250001184160,9.9
250001184161,12.8
250001184162,12.8
250001184163,12.8
250001184165,12.8
250001184166,13.4
250001184167,12.8
250001184168,12.8
250001184169,12.84
250001184170,9.6
250001184172,12.8
250001184174,6.4
250001184175,8.4
250001184176,13.4
250001184177,10.72
250001184178,12.8
250001184181,10
250001184182,10.2
250001184183,8.4
250001184184,7.4
250001184185,0
250001184186,6.9
250001184187,12.8
250001184188,12.8
250001184189,8
250001184190,12.8
250001184191,11.2
250001184192,13.1
250001184193,12.8
250001184196,6.4
250001184198,12.8
250001184200,10
250001184201,3
250001184204,4.7
250001184205,1.73
250001184206,10.2
250001184207,13.6
250001184208,6.4
250001184210,4.27
250001184211,12.8
250001184213,13.4
250001184214,13.4
250001184215,13.4
250001184216,8.93
250001184217,12.8
250001184218,12.5
250001184219,3.2
250001184220,5.42
250001184221,12.8
250001184222,12.8
250001184225,12.8
250001184226,3.65
250001184257,6.4
250001184258,12.8
250001184259,13.4
250001184265,6.7
250001184275,13.4
250001184277,0
250001184283,12.8
250001184284,13.4
250001184285,0.81
250001184290,0.15
250001184291,0.71
250001184294,6.4
250001184301,12.5
250001184302,14.6
250001184304,4.27
250001184308,6.7
250001184310,13.4
250001184311,13.4
250001184312,9.6
250001184313,0.8
250001184314,6.4
250001184317,4.1
250001184320,7.47
250001184326,11.6
250001184328,12.8
250001184331,13
250001184332,0
250001184333,6.7
250001184334,13.4
250001184337,12.8
250001184341,13.1
250001184347,12.59
250001184348,12.8
250001184350,12.8
250001184354,7.24
250001184355,15.6
250001184356,12.8
250001184357,12.8
250001184359,13.66
250001184360,8.31
250001184362,3
250001184363,10.72
250001184371,12.5
250001184372,7.68
250001184373,7.68
250001184374,12.8
250001184375,12.8
250001184377,14.4
250001184378,13.4
250001184379,13
250001184380,9.6
250001184382,12.8
250001184384,12.8
250001184385,1.2
250001184386,11.7
250001184388,8.87
250001184389,13.4
250001184390,4
250001184392,12.8
250001184394,4.5
250001184395,1
250001184397,12.8
250001184398,5
250001184407,1.2
250001184411,1.24
250001184415,9.3
250001184416,4
250001184418,0.8
250001184421,13.2
250001184422,3
250001184424,3
250001184425,6.7
250001184426,12.46
250001184427,13.8
250001184428,1.43
250001184430,6.4
250001184431,10.72
250001184432,13.4
250001184433,13.6
250001184434,9.7
250001184442,4.5
250001184443,12.8
250001184445,1
250001184450,6.4
250001184451,6.65
250001184455,12.8
250001184457,9.6
250001184462,6.4
250001184464,2.64
250001184469,12.8
250001184470,12.8
250001184471,11.2
250001184472,0
250001184473,12.8
250001184474,12.8
250001184475,13.4
250001184476,13.4
250001184477,12.8
250001184478,11
250001184480,0.7
250001184484,12.8
250001184485,13.4
250001184486,12.8
250001184487,4.8
250001184488,6.4
250001184490,4.47
250001184491,9.6
250001184495,4.79
250001184500,12.8
250001184501,7
250001184502,13.4
250001184504,1
250001184506,1
250001184507,1
250001184508,1
250001184510,1.65
250001184511,12.8
250001184512,5.2
250001184515,11.17
250001184516,6.7
250001184517,11.2
250001184523,9.6
250001184526,12.8
250001184527,3.85
250001184531,13.4
250001184533,6.4
250001184534,3.83
250001184536,10
250001184537,13.4
250001184539,7.68
250001184540,3.21
250001184541,10.05
250001184542,12.8
250001184543,11.41
250001184547,8.16
250001184548,0.84
250001184549,6.7
250001184554,12.8
250001184555,12.8
250001184556,2.67
250001184557,13
250001184558,3.7
250001184560,1.7
250001184562,0.3
250001184563,2.5
250001184564,3.2
250001184565,3.5
250001184566,0.6
250001184567,1.8
250001184569,1.1
250001184570,0.3
250001184571,6.4
250001184572,6.9
250001184573,13.4
250001184574,6.9
250001184575,13.4
250001184576,6.8
250001184580,12.8
250001184581,6.4
250001184583,13.4
250001184585,13.4
250001184587,13.4
250001184588,7.43
250001184589,3.5
250001184591,10.5
250001184601,12.5
250001184604,13.4
250001184606,11
250001184607,8.4
250001184608,6.8
250001184609,12.8
250001184610,12.8
250001184611,4.27
250001184627,6.4
250001184629,12.19
250001184630,12.19
250001184632,5.6
250001184634,5.9
250001184635,5.67
250001184636,0.8
250001184638,4.57
250001184639,6.4
250001184640,13.4
250001184641,0
250001184643,12.6
250001184644,12.8
250001184648,12.19
250001184654,6.4
250001184655,12.8
250001184656,13.4
250001184657,13.4
250001184658,0
250001184659,10.05
250001184661,4.7
250001184662,5.9
250001184667,10.67
250001184671,4.9
250001184672,4.47
250001184678,6.7
250001184684,4.67
250001184685,0
250001184690,6.7
250001184691,6.7
250001184695,6.5
250001184696,0
250001184697,1.5
250001184698,13.4
250001184702,13.4
250001184722,5.5
250001184723,10.5
250001184727,6.7
250001184728,6.7
250001184731,6.7
250001184732,13.4
250001184733,12.8
250001184747,13.6
250001184749,13.6
250001184750,13.6
250001184751,6.4
250001184752,10.72
250001184753,12.8
250001184754,0
250001184755,12.8
250001184756,12.8
250001184757,6
250001184758,6.4
250001184761,0.17
250001184762,13.4
250001184765,13.6
250001184766,13.6
250001184768,6.4
250001184776,10.72
250001184777,6.4
250001184778,8.93
250001184793,8.27
250001184799,0.6
250001184802,6.7
250001184804,8.53
250001184805,6.7
250001184806,6.7
250001184807,13.4
250001184808,8.93
250001184809,6.7
250001184810,12.8
250001184811,13.4
250001184814,9.6
250001184815,4.2
250001184816,13.4
250001184819,8.53
250001184821,4.72
250001184822,13.4
250001184823,0.31
250001184824,10.97
250001184825,6.4
250001184834,13.4
250001184835,12.8
250001184838,12.8
250001184841,9
250001184842,12.8
250001184844,12.8
250001184850,12.1
250001184856,10.5
250001184860,10
250001184861,5.25
250001184862,2.9
250001184870,10.2
250001184871,11
250001184872,2.2
250001184873,0
250001184876,12.8
250001184877,6.7
250001184879,12.8
250001184882,4.5
250001184884,12.8
250001184885,13.4
250001184886,6.4
250001184889,0.4
250001184890,6.7
250001184898,0.2
250001184907,6.4
250001184909,12.8
250001184910,4.27
250001184911,0
250001184912,12.8
250001184913,5.7
250001184914,6.4
250001184917,1.16
250001184918,13.4
250001184920,12.8
250001184923,5
250001184925,13.4
250001184926,13.4
250001184930,0.2
250001184931,12.8
250001184937,13.4
250001184939,12.8
250001184940,6.7
250001184941,13.3
250001184946,12.35
250001184947,0
250001184948,12.8
250001184950,2.64
250001184961,1.9
250001184962,15.4
250001184964,0
250001184965,3
250001184966,1
250001184967,7.2
250001184968,0.53
250001184971,12.8
250001184976,8.93
250001184979,12.8
250001184983,5.1
250001184984,5.5
250001184985,8
250001184986,3.35
250001184987,9.6
250001184990,3.84
250001184994,0
250001184996,6.7
250001184998,3.5
250001184999,4.4
250001185001,10.05
250001185002,7.5
250001185003,5.6
250001185004,9.6
250001185005,13.4
250001185007,12.8
250001185012,9.6
250001185014,1.22
250001185016,10.5
250001185018,12.8
250001185019,0.8
250001185020,9.6
250001185021,13.4
250001185025,7.47
250001185026,10.05
250001185028,13.3
250001185032,8.83
250001185035,6.4
250001185036,13.4
250001185037,0.4
250001185038,13.5
250001185039,3.2
250001185040,12.8
250001185041,12.81
250001185042,4.27
250001185044,8.4
250001185045,0.1
250001185047,13
250001185048,6.4
250001185049,12.6
250001185051,6.9
250001185052,13.72
250001185056,13.72
250001185057,13.72
250001185059,6.7
250001185060,1.98
250001185062,8
250001185063,12.1
250001185066,8.93
250001185067,12.8
250001185068,5.07
250001185069,6.7
250001185070,2.75
250001185071,9.2
250001185074,11.6
250001185075,8
250001185077,2.5
250001185078,11.2
250001185079,5.9
250001185080,13.6
250001185081,13.4
250001185083,10.9
250001185084,4.82
250001185085,4.27
250001185086,6.37
250001185087,6.7
250001185091,3
250001185092,6.8
250001185094,0.1
250001185096,0.5
250001185098,0.5
250001185101,0.8
250001185104,3
250001185116,12.8
250001185117,13.04
250001185122,13.72
250001185123,12.8
250001185124,7.7
250001185125,13.47
250001185127,5.73
250001185131,3.5
250001185133,9.83
250001185134,8.1
250001185135,7.2
250001185144,12.6
250001185147,13.4
250001185149,2
250001185152,8
250001185153,12.8
250001185155,13.4
250001185156,13.4
250001185157,13.4
250001185158,8.25
250001185159,0.5
250001185160,0.8
250001185161,13.4
250001185164,7.6
250001185165,13.4
250001185166,0.53
250001185169,12.8
250001185175,4.82
250001185176,7.2
250001185182,2.4
250001185189,13.4
250001185207,12.8
250001185208,13.4
250001185209,5.07
250001185218,2
250001185221,4
250001185229,6.06
250001185230,5.8
250001185232,12.8
250001185233,12.19
250001185238,0.4
250001185241,6.7
250001185242,3.2
250001185244,6.4
250001185246,13.6
250001185247,9.2
250001185250,5.6
250001185251,9.6
250001185252,6.4
250001185253,6.6
250001185254,6.7
250001185259,10.72
250001185261,12.19
250001185262,10.67
250001185263,12.8
250001185264,12.8
250001185267,12.8
250001185268,13.4
250001185271,13.72
250001185272,13.4
250001185273,12.8
250001185274,2.8
250001185275,6.7
250001185276,13.4
250001185278,1.34
250001185279,11.5
250001185281,2.17
250001185282,0
250001185283,1.2
250001185285,6.33
250001185288,13.4
250001185289,10.04
250001185290,12.8
250001185291,3.93
250001185292,10.93
250001185293,6.7
250001185294,1.25
250001185296,8
250001185300,4.4
250001185301,3.3
250001185307,0.45
250001185309,5.4
250001185310,3.1
250001185311,0.1
250001185314,1.1
250001185315,0.5
250001185320,6.8
250001185321,6.4
250001185322,0.2
250001185323,2.86
250001185324,2.5
250001185327,0.5
250001185330,0.1
250001185331,0.1
250001185332,0.2
250001185335,9
250001185338,12.19
250001185341,13.4
250001185342,13.4
250001185343,12.8
250001185348,12.8
250001185349,12.8
250001185350,12.8
250001185351,12.8
250001185352,12.8
250001185353,12.8
250001185355,9.6
250001185356,12.8
250001185357,10.09
250001185358,12.8
250001185359,13.4
250001185366,0
250001185376,8.25
250001185385,6.86
250001185386,0
250001185398,13.4
250001185410,0
250001185411,4.47
250001185416,6.7
250001185417,12.19
250001185418,13.4
250001185419,8.17
250001185421,8.93
250001185422,6.08
250001185429,6.4
250001185433,13.4
250001185434,0
250001185435,4.47
250001185436,0
250001185438,8.4
250001185441,0
250001185443,11.1
250001185444,7.87
250001185446,0
250001185448,6.7
250001185449,0
250001185450,13.4
250001185452,13.4
250001185453,13.4
250001185454,13.4
250001185455,13.4
250001185456,6
250001185457,12
250001185464,6.7
250001185465,4.44
250001185467,0
250001185468,11.4
250001185473,0
250001185475,13.4
250001185476,6.7
250001185478,12.8
250001185479,12.8
250001185480,6.4
250001185482,10.88
250001185483,13.4
250001185484,6.67
250001185485,12.8
250001185486,12.8
250001185488,8.93
250001185503,7
250001185504,10.32
250001185505,12.8
250001185507,10.67
250001185508,12.19
250001185509,13.6
250001185511,6.75
250001185512,0.23
250001185529,6.45
250001185530,7.68
250001185531,0
250001185532,6.4
250001185535,6.4
250001185536,13.4
250001185537,12.8
250001185543,6.7
250001185544,1.39
250001185545,6.7
250001185546,2
250001185547,6.4
250001185548,12.8
250001185549,2.4
250001185550,4
250001185551,0.1
250001185553,1
250001185564,12.19
250001185565,2.67
250001185566,0
250001185569,9.6
250001185570,12.8
250001185571,9.1
250001185573,12.8
250001185574,12.8
250001185577,6.7
250001185578,12.8
250001185580,8.89
250001185581,11.2
250001185582,13.4
250001185584,13
250001185585,13.6
250001185586,8.6
250001185591,11.1
250001185592,6.5
250001185596,9.6
250001185600,6.7
250001185601,6.7
250001185602,0.93
250001185608,12.8
250001185609,0
250001185612,12.8
250001185613,8.8
250001185614,9.6
250001185615,12.8
250001185617,6.7
250001185618,10.05
250001185620,8
250001185621,5
250001185625,12.8
250001185628,10.2
250001185632,12.8
250001185633,6.4
250001185635,12.2
250001185636,0.1
250001185638,3.85
250001185639,12.8
250001185640,8
250001185642,13.6
250001185643,6.4
250001185644,13.4
250001185645,4.27
250001185647,12.8
250001185648,7.66
250001185651,12.8
250001185654,0.8
250001185658,13.4
250001185663,12.8
250001185664,6.4
250001185666,7.66
250001185667,12.8
250001185669,1
250001185670,13.4
250001185671,7.28
250001185676,6.65
250001185677,0.5
250001185678,6.4
250001185679,7.47
250001185680,13.3
250001185681,9.6
250001185682,4.8
250001185685,12.8
250001185686,12.8
250001185689,12.8
250001185691,1.6
250001185692,9.4
250001185693,7
250001185697,11.6
250001185698,9.5
250001185700,12
250001185701,6.4
250001185702,2.25
250001185703,7.5
250001185704,12.8
250001185705,6.4
250001185706,1.5
250001185707,4
250001185714,4.8
250001185715,0.6
250001185718,12.8
250001185723,7.36
250001185724,1.6
250001185725,12.6
250001185726,9.98
250001185727,10.64
250001185730,10.64
250001185733,6
250001185735,1.96
250001185737,2.69
250001185742,0.6
250001185745,8.93
250001185746,6.4
250001185747,6.4
250001185749,0
250001185750,9.6
250001185751,8.93
250001185753,8
250001185765,4.47
250001185766,8.16
250001185767,4.2
250001185768,12.8
250001185769,9.36
250001185770,12.8
250001185773,8.5
250001185774,4.67
250001185780,13.4
250001185782,6.4
250001185786,2.7
250001185788,8.2
250001185789,6.7
250001185790,13.4
250001185791,11.17
250001185792,12
250001185794,13.4
250001185797,1.06
250001185801,8.8
250001185802,8.93
250001185803,6.9
250001185806,5.6
250001185807,12.8
250001185808,13.4
250001185809,6.7
250001185810,13.4
250001185811,13.4
250001185812,8.2
250001185813,5.7
250001185814,2.7
250001185815,6.4
250001185817,6.7
250001185818,4.5
250001185821,12.8
250001185823,5.51
250001185827,12.8
250001185828,8.5
250001185829,13.4
250001185831,7.17
250001185833,13.42
250001185834,10.6
250001185837,6.7
250001185838,0
250001185841,3
250001185842,6.4
250001185843,4.27
250001185844,11.5
250001185845,4.63
250001185846,6.5
250001185847,6.7
250001185848,13.4
250001185851,6.27
250001185852,12.3
250001185853,13.4
250001185859,10.64
250001185860,12.8
250001185861,12.8
250001185867,13.4
250001185869,12
250001185871,6.4
250001185872,12.8
250001185873,6.4
250001185874,12.8
250001185881,1
250001185883,1
250001185884,1
250001185887,0
250001185888,10.2
250001185889,8.56
250001185890,6.8
250001185895,12.8
250001185897,4.25
250001185898,13.3
250001185899,9.5
250001185901,12.8
250001185905,6.4
250001185908,1
250001185909,13.4
250001185912,13.4
250001185918,11.16
250001185920,6.27
250001185929,7.68
250001185933,0.3
250001185941,10.4
250001185942,8.5
250001185944,5.6
250001185945,6.7
250001185946,6.7
250001185947,13.4
250001185951,13.3
250001185952,8.89
250001185954,10.05
250001185957,6.7
250001185959,3
250001185960,6.86
250001185961,6.06
250001185962,6.5
250001185964,13.4
250001185966,12.19
250001185967,1.4
250001185968,13.4
250001185970,7
250001185972,4.63
250001185978,6.5
250001185979,13.4
250001185983,6.7
250001185984,9.13
250001185989,9.28
250001185991,0
250001185993,2
250001185994,13.4
250001185995,3.16
250001185996,3.49
250001185997,2.8
250001185998,10.72
250001186000,12.8
250001186001,12.16
250001186002,8.1
250001186005,13.4
250001186006,0.2
250001186007,5
250001186008,0
250001186009,0.17
250001186010,4
250001186011,12.8
250001186015,8.89
250001186016,0.6
250001186019,6.4
250001186020,3.2
250001186021,0
250001186022,4.27
250001186026,12.8
250001186027,12.8
250001186034,0
250001186035,2
250001186037,1.6
250001186041,13.4
250001186042,6.4
250001186047,0
250001186049,5.6
250001186050,10.42
250001186051,3.6
250001186052,6.7
250001186053,12.19
250001186054,12.19
250001186055,12.8
250001186065,0
250001186066,10.72
250001186067,0
250001186068,6.79
250001186074,5
250001186076,8.2
250001186078,6.4
250001186079,13.6
250001186080,12.8
250001186081,8.1
250001186085,0.2
250001186089,0.5
250001186090,13.4
250001186097,0.7
250001186098,3.4
250001186099,5.95
250001186102,0.3
250001186104,0.5
250001186106,10.3
250001186107,9.6
250001186109,9.57
250001186114,2.77
250001186119,13.4
250001186121,6.4
250001186122,2.75
250001186123,2
250001186125,5
250001186128,2.3
250001186129,12.8
250001186130,0
250001186131,0.2
250001186132,3.03
250001186133,5
250001186134,13.4
250001186135,5.33
250001186138,6.93
250001186141,13.4
250001186143,13.4
250001186144,10.05
250001186149,6.4
250001186150,12.8
250001186151,6.7
250001186152,12.3
250001186157,6.7
250001186158,7
250001186159,12.8
250001186161,8.5
250001186164,0.2
250001186167,4.3
250001186169,10.05
250001186171,6.7
250001186172,8.67
250001186173,2.67
250001186176,6.7
250001186177,13.4
250001186180,12.8
250001186182,13.2
250001186184,13.4
250001186185,6.7
250001186186,6.5
250001186187,12.8
250001186189,12
250001186191,6.4
250001186193,13
250001186194,13.4
250001186195,6.4
250001186196,7.5
250001186197,5
250001186198,3.34
250001186200,6.7
250001186201,9
250001186203,4.47
250001186204,6.7
250001186206,6.7
250001186207,1.3
250001186208,1.6
250001186209,6.47
250001186210,3.2
250001186211,9.33
250001186212,1.75
250001186213,0
250001186216,1.17
250001186217,6.7
250001186218,0
250001186219,5.8
250001186223,6.4
250001186224,0
250001186225,2.5
250001186226,0.5
250001186227,13.4
250001186229,0
250001186230,8.89
250001186231,1
250001186232,0.5
250001186233,0.3
250001186234,12.8
250001186235,6.67
250001186253,12.8
250001186254,12.8
250001186256,8.53
250001186257,10.24
250001186258,4.44
250001186259,6.4
250001186260,9.6
250001186261,12.8
250001186262,0
250001186263,8.57
250001186264,6.67
250001186265,12.8
250001186268,6.7
250001186269,10.72
250001186271,9.3
250001186273,1.3
250001186274,13.6
250001186298,10.72
250001186299,5.36
250001186302,13.4
250001186303,12.8
250001186304,13.4
250001186306,6.4
250001186307,6.4
250001186309,6.4
250001186311,12.8
250001186317,0.89
250001186323,12.8
250001186331,13.4
250001186332,13.4
250001186334,5.76
250001186335,6.7
250001186337,13.4
250001186338,13.4
250001186339,6.7
250001186340,6.4
250001186341,12.8
250001186342,7.36
250001186343,0
250001186344,6.7
250001186345,0.8
250001186347,4.73
250001186348,12.8
250001186351,14.81
250001186352,1.4
250001186358,7.15
250001186359,2.51
250001186362,8.04
250001186368,12.8
250001186370,6.4
250001186371,9.99
250001186372,1
250001186373,12.8
250001186374,12.8
250001186378,13.4
250001186379,13.4
250001186380,9.6
250001186381,11.6
250001186382,9.6
250001186383,5.6
250001186385,7.75
250001186388,8.2
250001186389,5.99
250001186394,12.8
250001186395,14.16
250001186396,12.8
250001186399,12.8
250001186400,13
250001186402,3
250001186403,13.6
250001186404,6
250001186405,5.25
250001186406,14.4
250001186407,6.4
250001186410,10.1
250001186411,11.17
250001186413,12.19
250001186418,12.8
250001186420,11.55
250001186430,13.4
250001186434,3.25
250001186438,13.4
250001186440,0.7
250001186442,12.8
250001186444,10.2
250001186449,11.6
250001186450,4
250001186451,12.8
250001186452,12.8
250001186455,13.4
250001186456,0.7
250001186457,1.1
250001186458,12.8
250001186461,12.8
250001186462,12.8
250001186463,12.8
250001186465,12.8
250001186466,13.4
250001186472,12.8
250001186473,13.4
250001186474,3.2
250001186483,10
250001186485,11.2
250001186487,13
250001186489,12.8
250001186490,12.8
250001186492,6.65
250001186493,13.3
250001186495,12.8
250001186496,12.8
250001186497,12.8
250001186500,7.68
250001186504,12.8
250001186505,8.93
250001186506,8.04
250001186507,12.8
250001186508,6.7
250001186509,10.05
250001186510,10.05
250001186511,12.8
250001186516,12.8
250001186517,13.4
250001186518,9.6
250001186519,13.4
250001186520,12.8
250001186521,12.8
250001186522,6.4
250001186526,9.6
250001186534,0.4
250001186535,0.95
250001186540,12.8
250001186543,12.8
250001186547,10.35
250001186549,8.7
250001186554,12.8
250001186555,5.2
250001186556,11.9
250001186559,9.1
250001186562,8.93
250001186572,4.15
250001186575,0.7
250001186576,0.6
250001186577,1.1
250001186578,0.5
250001186579,0.5
250001186581,2
250001186583,5.4
250001186586,0.1
250001186587,12.8
250001186597,4
250001186598,13.6
250001186599,11.75
250001186600,5.77
250001186601,1.6
250001186603,2
250001186604,6.4
250001186606,9.02
250001186607,6.4
250001186608,9
250001186609,2.83
250001186611,12.8
250001186612,12.8
250001186614,0
250001186616,12.8
250001186617,6.4
250001186618,4.28
250001186620,12.8
250001186621,12.8
250001186624,13.4
250001186625,8
250001186626,1
250001186629,6.86
250001186630,3.43
250001186633,6.06
250001186635,6.86
250001186636,2.64
250001186643,13.4
250001186646,6.4
250001186649,12.8
250001186652,1.2
250001186654,13.4
250001186655,0.65
250001186656,0.3
250001186658,13.4
250001186659,4.47
250001186660,12.5
250001186661,13.4
250001186663,13.4
250001186665,7
250001186668,13.4
250001186671,6.4
250001186674,9.83
250001186675,12.8
250001186676,9.6
250001186680,9.1
250001186681,6.7
250001186682,11.9
250001186683,12.23
250001186684,6.7
250001186686,6
250001186687,13.4
250001186696,8.3
250001186699,13.6
250001186701,6.7
250001186708,10.05
250001186709,10
250001186711,7.5
250001186714,10.05
250001186715,8.5
250001186717,10.05
250001186718,6.4
250001186720,9.6
250001186722,13.4
250001186723,3.2
250001186724,6
250001186725,12.8
250001186726,3.55
250001186729,12.8
250001186730,13.4
250001186731,6.2
250001186738,12.8
250001186739,6.5
250001186740,2.3
250001186741,1.75
250001186742,11.5
250001186746,6.4
250001186747,12.8
250001186748,12.19
250001186749,12.8
250001186750,13.4
250001186751,0.4
250001186752,13.4
250001186753,13.4
250001186754,1
250001186755,13.4
250001186756,13.4
250001186758,13.3
250001186759,1.2
250001186761,0.48
250001186764,13.4
250001186765,6.4
250001186766,6.67
250001186767,0.85
250001186769,8.93
250001186770,3.87
250001186771,5.31
250001186775,4.43
250001186785,0
250001186786,0.5
250001186787,0
250001186789,0
250001186792,13.4
250001186795,13.4
250001186796,10.8
250001186799,0
250001186800,6.5
250001186805,8.74
250001186809,6.6
250001186810,6.6
250001186811,12.8
250001186814,8.4
250001186815,13.4
250001186816,6.7
250001186817,15.4
250001186818,14.3
250001186819,8.05
250001186820,12
250001186823,10.88
250001186826,12.8
250001186827,12.8
250001186828,12.8
250001186831,5.6
250001186832,9.08
250001186833,12.8
250001186834,12.8
250001186835,12.67
250001186836,12.8
250001186837,12.8
250001186838,1.47
250001186839,12.8
250001186840,1.6
250001186842,5.3
250001186844,5.7
250001186845,0.1
250001186846,0.3
250001186847,12.5
250001186848,0.4
250001186849,4.5
250001186850,2.1
250001186856,13.4
250001186858,13.4
250001186859,6.7
250001186860,3.7
250001186861,1
250001186862,3
250001186866,0.8
250001186867,6
250001186870,4.8
250001186876,8.93
250001186877,4.5
250001186878,2.68
250001186880,13.4
250001186884,13.4
250001186885,12.19
250001186886,12.19
250001186888,12.8
250001186889,10.16
250001186890,1.5
250001186893,1.5
250001186897,6.7
250001186906,8.93
250001186914,3.2
250001186915,3
250001186916,12.8
250001186918,12.8
250001186919,0
250001186932,12.8
250001186933,0.67
250001186938,13.2
250001186948,0.4
250001186949,2.3
250001186951,13.4
250001186953,4.34
250001186954,13.4
250001186957,12.8
250001186959,6.7
250001186965,0
250001186966,6.65
250001186967,12.8
250001186968,0
250001186970,6.4
250001186972,4
250001186973,0
250001186974,6.4
250001186975,0
250001186976,13.4
250001186977,13.4
250001186978,0
250001186979,10.28
250001186993,6.7
250001186994,10.2
250001186995,13.6
250001186996,11.2
250001186997,7.68
250001186998,12.8
250001186999,7.83
250001187002,12.8
250001187003,12.8
250001187004,2.75
250001187005,12.8
250001187006,13.4
250001187007,13.4
250001187008,6.4
250001187009,7.13
250001187010,4.33
250001187011,5.93
250001187012,7.31
250001187014,6.4
250001187015,0.76
250001187016,0.5
250001187017,12.8
250001187018,2
250001187024,12.19
250001187026,13.4
250001187030,13.4
250001187035,5.16
250001187037,4.27
250001187038,6.4
250001187039,8.93
250001187040,12.8
250001187045,0.53
250001187049,1.13
250001187050,0.6
250001187057,13.4
250001187058,13.4
250001187059,13.4
250001187066,6.4
250001187072,12.8
250001187074,9.6
250001187083,12.8
250001187093,11.2
250001187095,12.8
250001187096,11.2
250001187098,6.7
250001187099,6.7
250001187100,12.8
250001187104,13.4
250001187105,6.7
250001187106,6.7
250001187110,2.6
250001187111,9.6
250001187112,3.34
250001187114,1.25
250001187115,5.5
250001187116,5
250001187121,12.8
250001187124,9.07
250001187125,12.8
250001187126,8.93
250001187127,6.7
250001187129,13
250001187135,12.05
250001187137,6.4
250001187139,9.6
250001187148,6
250001187149,12.8
250001187150,1.6
250001187151,5.5
250001187152,13.4
250001187154,9.6
250001187155,6.4
250001187156,8.95
250001187157,5
250001187158,6.4
250001187159,13.4
250001187160,9
250001187161,12.8
250001187162,6.1
250001187163,10
250001187165,9.6
250001187166,13.4
250001187169,8.9
250001187171,6.7
250001187172,6.7
250001187174,13.4
250001187175,8.87
250001187176,10.64
250001187180,4.14
250001187181,13.4
250001187182,9.4
250001187183,6.75
250001187184,13.3
250001187185,6.65
250001187187,6.7
250001187188,13.4
250001187193,12.8
250001187195,11.2
250001187196,12.8
250001187197,12.8
250001187199,11.17
250001187200,6.4
250001187204,8.93
250001187205,13.6
250001187206,13.6
250001187207,13.6
250001187209,1
250001187210,13.4
250001187211,13.6
250001187213,13.6
250001187214,11.7
250001187215,0
250001187216,13.6
250001187217,13.1
250001187218,13.6
250001187220,10.72
250001187222,13.6
250001187223,0
250001187224,4.13
250001187225,2
250001187226,12.8
250001187228,11.35
250001187229,12.8
250001187230,13.6
250001187234,1.5
250001187236,7.7
250001187237,13.4
250001187238,0.26
250001187239,9.6
250001187240,5
250001187243,6.49
250001187245,11.95
250001187246,13.4
250001187248,13.4
250001187249,13
250001187251,10
250001187252,13.4
250001187254,13.4
250001187256,12.19
250001187257,12.8
250001187258,3.01
250001187259,9.6
250001187261,12.8
250001187262,12.8
250001187263,8.93
250001187264,4.33
250001187265,1.2
250001187266,9.6
250001187267,12.8
250001187271,9.6
250001187272,13.4
250001187273,4.2
250001187274,12.8
250001187275,0.55
250001187277,0.15
250001187278,0.5
250001187280,0.26
250001187283,0.01
250001187284,12.8
250001187286,0.6
250001187287,13.72
250001187288,12.1
250001187289,0.3
250001187290,0.3
250001187293,1
250001187296,7.4
250001187297,12.2
250001187298,6.4
250001187301,11.4
250001187302,3.6
250001187304,1.6
250001187305,6.7
250001187307,5.7
250001187309,4.91
250001187311,12.8
