number,meters
250001145201,6.65
250001145202,13.4
250001145203,6.65
250001145204,6.7
250001145207,12.8
250001145208,12.8
250001145209,9.6
250001145210,3
250001145211,2.2
250001145214,2.53
250001145219,7.68
250001145220,13.4
250001145221,0.59
250001145224,13.4
250001145228,10.6
250001145229,11
250001145230,12.8
250001145232,11.4
250001145234,12.8
250001145235,9.6
250001145236,4.46
250001145242,11.2
250001145243,0.5
250001145244,1
250001145248,13.6
250001145250,13.6
250001145251,13.6
250001145253,13.6
250001145254,13.6
250001145255,13.6
250001145256,13.6
250001145257,10.8
250001145258,13.6
250001145265,2
250001145267,11.2
250001145271,1
250001145272,13.4
250001145275,6.7
250001145279,7.4
250001145280,13.4
250001145281,1.05
250001145282,11.9
250001145289,6.4
250001145290,7
250001145291,6.5
250001145292,8.4
250001145293,0.01
250001145297,12.8
250001145299,11.77
250001145304,10.2
250001145305,6.96
250001145307,12.8
250001145308,1.51
250001145310,5.47
250001145311,0.25
250001145312,0.5
250001145313,5.33
250001145314,3.67
250001145318,12.8
250001145319,6.87
250001145321,4.47
250001145323,9.6
250001145324,13.4
250001145333,2.1
250001145334,6.4
250001145335,8
250001145341,12.8
250001145342,5.77
250001145343,12.8
250001145344,0.1
250001145345,6.06
250001145346,10.72
250001145347,0.5
250001145348,9.6
250001145350,13.4
250001145351,13.4
250001145352,6.06
250001145356,6.06
250001145357,6.06
250001145360,7.96
250001145364,7.4
250001145365,12.8
250001145366,12.8
250001145367,12.8
250001145368,12.8
250001145369,12.8
250001145370,12.8
250001145372,3.06
250001145373,6.5
250001145376,0
250001145377,13.4
250001145380,15.4
250001145384,9.7
250001145385,4.47
250001145386,7.3
250001145391,12.7
250001145392,10.05
250001145395,6.4
250001145396,8
250001145397,10.6
250001145398,6.7
250001145402,6.23
250001145414,12.8
250001145418,0.2
250001145419,3.6
250001145420,2
250001145421,4.2
250001145422,6.2
250001145423,3.8
250001145424,0.3
250001145426,0.5
250001145427,3.5
250001145428,4
250001145434,1
250001145435,4.2
250001145436,1.75
250001145439,0.2
250001145443,12.8
250001145444,6.4
250001145445,13.4
250001145448,0.5
250001145452,4.2
250001145453,11.33
250001145458,13.7
250001145459,12.8
250001145460,6.7
250001145461,6.7
250001145462,12
250001145463,10.72
250001145464,8.8
250001145465,2.85
250001145466,3.86
250001145470,7.6
250001145472,13.4
250001145473,13.4
250001145474,9.6
250001145488,6.7
250001145491,12.8
250001145492,13.4
250001145505,13.4
250001145516,3.03
250001145518,13.72
250001145519,13.72
250001145520,13.4
250001145523,13.2
250001145526,6.4
250001145527,13.4
250001145529,10.05
250001145530,4.47
250001145536,0
250001145537,13.4
250001145539,1.5
250001145540,0.3
250001145541,9.37
250001145543,0.3
250001145544,0.6
250001145545,1.5
250001145546,13.4
250001145547,13.4
250001145548,10
250001145549,1
250001145551,7.2
250001145553,0
250001145554,13.4
250001145556,10.5
250001145559,0
250001145563,12.8
250001145565,13.4
250001145568,10.6
250001145569,9.6
250001145571,9.6
250001145572,2.85
250001145573,6.7
250001145574,6.7
250001145575,11.15
250001145576,8.93
250001145577,12.8
250001145578,4.1
250001145579,0
250001145580,13.4
250001145582,8.46
250001145583,10.64
250001145588,13.4
250001145595,13.4
250001145596,0.33
250001145599,6.4
250001145601,0.15
250001145602,1.07
250001145603,13.4
250001145604,8.3
250001145605,13.4
250001145606,12.8
250001145609,13.25
250001145610,13.3
250001145611,6.7
250001145612,9.51
250001145615,6.7
250001145616,10.72
250001145619,6.3
250001145620,6.4
250001145621,2
250001145622,4
250001145624,0.4
250001145625,3.79
250001145626,0.5
250001145627,2.83
250001145628,0
250001145629,3.35
250001145632,6.7
250001145634,8.93
250001145638,6.7
250001145643,6.7
250001145644,10.2
250001145645,8.53
250001145646,5
250001145647,13.4
250001145648,6
250001145650,12.8
250001145653,6.7
250001145654,9.5
250001145655,12.8
250001145657,12.8
250001145658,6.54
250001145659,6.2
250001145660,8.1
250001145662,6.4
250001145663,8.93
250001145664,6.4
250001145665,10.32
250001145666,13.4
250001145667,12.8
250001145668,12.8
250001145669,10.2
250001145670,9.6
250001145671,13.4
250001145672,13.08
250001145673,12.8
250001145675,13.4
250001145677,12.8
250001145683,6.17
250001145684,4.63
250001145686,5.33
250001145693,6.4
250001145696,12.8
250001145697,9.36
250001145700,12.8
250001145701,13.4
250001145705,9.2
250001145707,4.47
250001145708,13.6
250001145712,0.9
250001145714,7.4
250001145716,9.6
250001145718,13.4
250001145720,8.93
250001145721,13.4
250001145722,4.27
250001145723,12.8
250001145724,12.8
250001145726,12.8
250001145727,12.8
250001145728,0
250001145729,12.8
250001145730,6.7
250001145731,13.4
250001145734,7.27
250001145736,13.4
250001145738,12.8
250001145741,9.6
250001145742,3.87
250001145744,13.33
250001145745,13.4
250001145748,13.4
250001145749,13.4
250001145755,9.4
250001145757,8.93
250001145758,12.8
250001145759,7.66
250001145760,0
250001145765,12.8
250001145767,11.6
250001145770,9.5
250001145771,8.93
250001145773,2.78
250001145774,13.6
250001145778,11.92
250001145784,14.4
250001145789,12.8
250001145790,12
250001145791,11
250001145792,13.4
250001145794,12.8
250001145796,12.8
250001145801,1.6
250001145805,0.8
250001145806,3.2
250001145815,3.65
250001145816,8
250001145817,9.6
250001145818,11.2
250001145821,6.65
250001145824,12.8
250001145825,13.4
250001145827,13.4
250001145835,8
250001145839,9.6
250001145841,2
250001145845,12.8
250001145848,4.85
250001145849,1.11
250001145850,12.8
250001145856,13.4
250001145857,6.7
250001145858,7.66
250001145861,13.4
250001145862,9.6
250001145866,2
250001145870,7
250001145873,6.4
250001145874,4
250001145875,10.2
250001145878,11.17
250001145881,2.5
250001145882,0.2
250001145883,1.5
250001145884,13.4
250001145886,6.67
250001145888,11.5
250001145889,1.6
250001145891,0
250001145898,3.4
250001145899,12.8
250001145901,13.4
250001145910,12.11
250001145911,13.4
250001145912,4.53
250001145913,2.75
250001145915,10
250001145917,13.4
250001145918,13.4
250001145919,6.7
250001145920,12.6
250001145921,13.4
250001145923,0
250001145926,7.45
250001145927,13.4
250001145928,12.12
250001145929,7.8
250001145931,12.8
250001145933,13.4
250001145935,12.8
250001145936,8.93
250001145937,1.5
250001145948,4.39
250001145949,12.8
250001145950,5.4
250001145954,4.2
250001145955,1.5
250001145957,8.16
250001145958,11.4
250001145960,11.2
250001145961,12.8
250001145962,8.53
250001145963,6.06
250001145964,6.06
250001145965,8.5
250001145966,5.6
250001145970,12.5
250001145972,4.27
250001145975,12.8
250001145976,4.47
250001145984,6.4
250001145985,0.6
250001145986,9.2
250001145987,3.27
250001145990,1.5
250001145998,5.5
250001146000,12.8
250001146001,6
250001146002,4
250001146003,10.05
250001146005,3.2
250001146006,13.4
250001146008,6.5
250001146009,9.45
250001146010,8
250001146011,8.93
250001146012,10.35
250001146013,12.8
250001146015,3.93
250001146016,9.6
250001146018,8.89
250001146019,11.78
250001146025,12.8
250001146033,13.4
250001146034,13.4
250001146035,4.26
250001146036,3.56
250001146037,13.4
250001146038,6.7
250001146039,10
250001146042,12.8
250001146045,6.35
250001146046,6
250001146047,0.25
250001146048,1.25
250001146051,12.8
250001146053,0.75
250001146054,15.05
250001146055,7.65
250001146056,13.2
250001146057,3.2
250001146058,6.4
250001146059,7.07
250001146060,6.4
250001146062,13.4
250001146063,0
250001146065,12.8
250001146066,4.4
250001146067,12.19
250001146073,1.67
250001146077,8.8
250001146078,5.87
250001146080,8.93
250001146086,13.4
250001146087,4.5
250001146089,8
250001146093,1.3
250001146100,1.36
250001146101,7.89
250001146105,8.44
250001146106,6.4
250001146108,13.4
250001146110,11.49
250001146111,13.4
250001146115,5.7
250001146116,13.4
250001146117,4.47
250001146118,13.4
250001146121,12.8
250001146122,11.16
250001146123,12.8
250001146124,6.4
250001146125,1.2
250001146126,0.8
250001146127,1.2
250001146128,5.33
250001146131,10
250001146136,0.4
250001146138,1.1
250001146139,1.5
250001146143,0.1
250001146145,5.5
250001146150,1.8
250001146151,2
250001146154,6.7
250001146157,3.25
250001146158,12.8
250001146159,0
250001146160,10.24
250001146163,8.93
250001146164,12.8
250001146165,12.8
250001146166,10.6
250001146167,6.7
250001146168,13.4
250001146169,8.93
250001146170,13.4
250001146171,12.8
250001146173,9.6
250001146174,9.6
250001146175,8.93
250001146176,12.8
250001146177,10.05
250001146178,4.47
250001146179,13.4
250001146182,6.7
250001146185,6.7
250001146186,13.4
250001146188,5.84
250001146189,11
250001146196,16.2
250001146197,0.69
250001146200,2.12
250001146205,11.71
250001146208,13.4
250001146211,13.4
250001146214,10.62
250001146216,8.53
250001146217,12.8
250001146218,8.05
250001146219,12.8
250001146222,13.4
250001146223,13.4
250001146225,6.7
250001146226,1.67
250001146230,12.8
250001146231,6.95
250001146234,13.3
250001146235,9.98
250001146238,6.01
250001146241,13.3
250001146243,11.46
250001146244,4.95
250001146245,0
250001146246,14.4
250001146247,13.6
250001146248,13.6
250001146249,13.6
250001146250,13.4
250001146251,13.6
250001146252,13.4
250001146253,9.4
250001146254,13.6
250001146255,6.05
250001146257,13.6
250001146263,6.7
250001146274,6.7
250001146275,12.8
250001146279,6.7
250001146285,12.8
250001146293,13.4
250001146296,9.1
250001146297,3.5
250001146298,1.9
250001146299,0
250001146300,0
250001146305,0
250001146311,4.33
250001146315,4.47
250001146316,12.8
250001146317,12.8
250001146318,9.6
250001146319,12.8
250001146320,13.4
250001146322,5.27
250001146323,10
250001146324,13.4
250001146326,13.6
250001146327,12.8
250001146328,10.6
250001146330,12.8
250001146331,5.3
250001146333,11.37
250001146334,13.4
250001146335,6.7
250001146336,10.2
250001146337,13.4
250001146338,12.8
250001146339,12.8
250001146340,12.8
250001146341,12.8
250001146343,12.8
250001146345,9.6
250001146346,7.68
250001146347,10.72
250001146348,9
250001146350,12.8
250001146351,5.74
250001146352,12.8
250001146354,13.4
250001146356,9.5
250001146361,12.8
250001146362,9.85
250001146363,8.02
250001146365,13.6
250001146366,13.6
250001146367,13.4
250001146368,9.6
250001146369,0.65
250001146373,12.8
250001146374,6.52
250001146383,15.2
250001146386,2.8
250001146389,10.05
250001146391,6.7
250001146392,6.4
250001146393,13.4
250001146394,6.7
250001146395,10.05
250001146396,9.6
250001146397,12.8
250001146398,12.8
250001146403,0.25
250001146405,6.7
250001146408,5.6
250001146409,11.2
250001146410,7.88
250001146413,13.4
250001146414,13.4
250001146415,12.8
250001146416,13.4
250001146417,0
250001146418,13.4
250001146419,1.02
250001146422,13.4
250001146426,12.8
250001146430,12.8
250001146431,10.05
250001146432,2
250001146440,13.4
250001146442,6.56
250001146443,13.4
250001146450,12.8
250001146453,9.6
250001146455,0.2
250001146456,0.8
250001146462,13.4
250001146467,13.4
250001146468,12.8
250001146469,9.6
250001146479,12.8
250001146483,13.4
250001146484,13.4
250001146486,3.2
250001146487,4.8
250001146488,5
250001146492,0.8
250001146493,2.33
250001146495,0.6
250001146499,6.7
250001146500,8.93
250001146503,10.05
250001146509,12.8
250001146511,12.8
250001146512,3.14
250001146513,12.8
250001146515,6.8
250001146516,10
250001146517,13.6
250001146518,9.83
250001146521,2.7
250001146522,1.2
250001146524,12.8
250001146525,13.4
250001146526,12.8
250001146527,6.4
250001146528,12.8
250001146529,12.8
250001146531,13.4
250001146532,12.8
250001146533,12.8
250001146534,12.8
250001146535,12.81
250001146538,12.8
250001146539,12.8
250001146540,13.4
250001146541,3.5
250001146542,14.4
250001146543,12.7
250001146545,11.5
250001146546,10.05
250001146552,12.8
250001146558,7.3
250001146563,6.4
250001146564,10.05
250001146565,12.8
250001146566,0.5
250001146567,1
250001146570,7.43
250001146573,1
250001146577,13.4
250001146578,9.6
250001146579,12.8
250001146580,12.8
250001146581,13.4
250001146584,10.4
250001146589,1.07
250001146591,9.6
250001146593,9.8
250001146594,13.1
250001146595,15.4
250001146598,8.5
250001146599,10.7
250001146600,15.4
250001146601,12.8
250001146602,12.8
250001146603,13
250001146605,1.6
250001146606,2.9
250001146608,1.6
250001146614,6.48
250001146618,1
250001146623,12.43
250001146624,9.5
250001146625,12.8
250001146626,8.15
250001146627,6.65
250001146628,6.65
250001146630,13.3
250001146631,0
250001146632,9.15
250001146635,9.6
250001146636,8
250001146638,12.8
250001146640,13.4
250001146641,11.2
250001146644,9.38
250001146646,12.8
250001146651,13.4
250001146652,13.4
250001146653,10.05
250001146655,12.46
250001146661,13.4
250001146664,10.5
250001146667,12.8
250001146668,11.2
250001146671,8.04
250001146673,1
250001146674,10
250001146675,11.16
250001146676,1.5
250001146677,10.05
250001146678,7.9
250001146682,8.6
250001146683,6.7
250001146685,0.2
250001146686,9.6
250001146687,13.6
250001146688,8.33
250001146689,10.05
250001146690,8.73
250001146691,1.2
250001146693,12.8
250001146698,1.88
250001146700,6.7
250001146701,1.5
250001146703,6.1
250001146704,13.72
250001146705,4.47
250001146713,7.57
250001146714,5.12
250001146715,6.4
250001146716,13.4
250001146717,12.8
250001146718,7.46
250001146719,5.6
250001146721,9.5
250001146722,8
250001146733,8.93
250001146734,4.68
250001146737,8.4
250001146741,13.4
250001146742,6.12
250001146743,12.8
250001146744,4
250001146745,12.8
250001146746,10
250001146747,0
250001146748,6
250001146749,6.4
250001146750,7
250001146751,5.67
250001146752,9.6
250001146753,12.9
250001146754,1.6
250001146755,6.4
250001146760,11.1
250001146763,6
250001146764,10.72
250001146766,13.4
250001146768,10.03
250001146769,6.4
250001146770,0.56
250001146771,12.8
250001146772,0.6
250001146773,0.8
250001146774,0.2
250001146775,1.6
250001146776,5.35
250001146777,5.4
250001146780,13.4
250001146783,7.8
250001146784,9.3
250001146785,15.4
250001146786,12.8
250001146790,6.96
250001146796,5.6
250001146803,3.31
250001146804,11.51
250001146805,7.68
250001146807,11.88
250001146808,9
250001146809,6.4
250001146811,2.3
250001146812,1.5
250001146813,0.5
250001146816,13.4
250001146817,10.05
250001146818,13.4
250001146820,13.2
250001146821,10.87
250001146822,7.75
250001146824,10.05
250001146829,5.27
250001146832,3.2
250001146844,12.16
250001146852,4.1
250001146854,13.4
250001146855,12.8
250001146860,10.46
250001146863,13.72
250001146864,13.72
250001146865,13.72
250001146867,2.85
250001146868,7.66
250001146872,13.4
250001146875,13.4
250001146877,6.65
250001146882,13.4
250001146883,13.4
250001146885,13.4
250001146886,13.4
250001146887,12.8
250001146888,2.5
250001146889,3.5
250001146890,6.3
250001146891,13
250001146892,5.4
250001146894,13.4
250001146896,13.4
250001146897,0.6
250001146901,13.4
250001146907,3.1
250001146908,3.1
250001146909,7.6
250001146910,5.25
250001146911,8.5
250001146912,10
250001146913,7.75
250001146914,12.8
250001146919,6
250001146922,10.6
250001146923,13.4
250001146926,9.6
250001146930,8.53
250001146931,1.6
250001146932,12.8
250001146933,9.6
250001146934,10.05
250001146935,4.5
250001146936,13.3
250001146946,13.72
250001146947,13.72
250001146948,13.72
250001146950,3.5
250001146959,0.25
250001146960,12
250001146963,3.46
250001146964,11.21
250001146965,11.49
250001146968,6.7
250001146969,10.05
250001146974,8.53
250001146978,13.4
250001146980,12.8
250001146981,2.35
250001146987,13.3
250001146988,6.7
250001146989,0.75
250001146991,0
250001146992,10.72
250001146995,6.7
250001146996,6.7
250001146997,13.4
250001146998,8.93
250001146999,6.7
250001147000,8.93
250001147003,4.43
250001147007,6.7
250001147008,7
250001147009,8.93
250001147013,1.06
250001147015,0
250001147016,4.7
250001147017,1.6
250001147018,6.4
250001147019,12.8
250001147020,12.8
250001147021,12.8
250001147022,10.72
250001147025,0.17
250001147026,11.6
250001147028,12.9
250001147030,6.4
250001147031,2
250001147032,6.4
250001147033,5.82
250001147034,6.4
250001147035,2.5
250001147036,4.27
250001147037,10.72
250001147038,8.93
250001147039,12.8
250001147040,6.7
250001147042,10.24
250001147044,7.91
250001147045,8.93
250001147046,6.4
250001147047,9.05
250001147048,8.93
250001147050,0
250001147051,12.8
250001147052,12.8
250001147053,5.4
250001147054,12.8
250001147055,12.8
250001147056,12.8
250001147057,11.17
250001147058,12.8
250001147062,13.6
250001147063,12.8
250001147064,9.6
250001147065,12.8
250001147066,12.8
250001147067,2
250001147068,6.7
250001147070,10.72
250001147072,2.85
250001147073,13.4
250001147074,12.8
250001147075,8.04
250001147076,8
250001147083,0
250001147086,13.4
250001147090,3.97
250001147091,13.4
250001147092,12.8
250001147095,12.8
250001147097,9.6
250001147099,6.4
250001147102,9.6
250001147103,12.8
250001147109,12.8
250001147110,13.4
250001147112,7.5
250001147113,1.8
250001147114,0.75
250001147115,1.07
250001147119,1.6
250001147120,4.25
250001147121,13.4
250001147124,9.6
250001147126,0.1
250001147127,12.2
250001147128,1.2
250001147132,0.1
250001147138,6
250001147142,13.4
250001147143,12.8
250001147144,13.4
250001147148,12.8
250001147149,1.13
250001147150,7.68
250001147153,12.8
250001147154,12.8
250001147155,13.4
250001147156,12.6
250001147157,4.8
250001147158,0.45
250001147159,13.4
250001147160,13.72
250001147164,13.4
250001147167,13.6
250001147168,8.93
250001147170,6.7
250001147186,12.8
250001147187,5.1
250001147188,13.4
250001147189,5.36
250001147193,12.8
250001147197,8
250001147199,14.41
250001147202,6.7
250001147203,6.7
250001147204,4.47
250001147205,8.93
250001147206,12.8
250001147209,6.4
250001147210,6.7
250001147214,8.93
250001147215,4.47
250001147217,13.4
250001147218,13.4
250001147219,12.8
250001147225,7.2
250001147226,14.8
250001147230,11.95
250001147236,12.8
250001147238,4.18
250001147239,13.4
250001147240,0.5
250001147241,12.8
250001147246,12.15
250001147247,1.66
250001147248,0.5
250001147249,13.4
250001147250,1.68
250001147251,0.3
250001147252,0.79
250001147256,6.4
250001147257,12.8
250001147258,12.8
250001147260,2
250001147262,13.05
250001147264,4.5
250001147265,4.27
250001147267,5.5
250001147272,11.4
250001147274,9.6
250001147277,12.8
250001147278,3.2
250001147282,13.4
250001147284,10.9
250001147287,0.5
250001147291,12.8
250001147295,0.3
250001147302,2.64
250001147305,9.3
250001147306,13.72
250001147315,6.7
250001147317,6.65
250001147320,12.8
250001147324,13.4
250001147325,0.1
250001147326,4
250001147329,1.6
250001147331,13.4
250001147333,10.5
250001147334,4.74
250001147336,7.4
250001147337,8.7
250001147340,4.8
250001147342,12.8
250001147343,12.8
250001147346,4.27
250001147347,8.3
250001147348,11.9
250001147351,8.7
250001147352,10.4
250001147353,12.8
250001147357,6.65
250001147362,12.8
250001147364,12.8
250001147365,13.72
250001147366,1.15
250001147367,12.8
250001147368,12.8
250001147369,6.4
250001147370,2
250001147373,4
250001147374,0.17
250001147376,6.4
250001147377,5.6
250001147378,2
250001147381,5.94
250001147384,8.93
250001147386,8.93
250001147389,16
250001147391,3
250001147392,14.2
250001147393,10.5
250001147395,6.2
250001147404,13.72
250001147406,6.7
250001147409,3
250001147417,6.4
250001147418,6.51
250001147419,11.1
250001147420,12.8
250001147421,12.78
250001147424,8.93
250001147425,9.6
250001147426,0.3
250001147429,0.7
250001147430,6.4
250001147432,2.8
250001147433,2.25
250001147434,12.8
250001147446,12.8
250001147448,4.59
250001147449,3.13
250001147451,6
250001147452,0
250001147453,12.8
250001147455,8.93
250001147456,4.8
250001147457,4.9
250001147458,6.4
250001147460,7.23
250001147464,12.8
250001147467,5.4
250001147469,13.3
250001147472,9.6
250001147476,10.72
250001147477,10.05
250001147481,11.2
250001147484,3.37
250001147488,12.8
250001147489,12.8
250001147495,13.22
250001147498,13.4
250001147499,0.85
250001147502,13.09
250001147503,3.2
250001147504,4.13
250001147505,1
250001147506,3.5
250001147507,2.88
250001147515,1
250001147517,13.4
250001147518,10.72
250001147521,8.85
250001147523,13.4
250001147526,12.8
250001147527,4.47
250001147528,6.5
250001147529,11.49
250001147530,13.6
250001147531,10.2
250001147535,6.7
250001147537,5.2
250001147540,1.84
250001147541,15.65
250001147544,6.86
250001147545,6.86
250001147546,13.72
250001147547,12.8
250001147548,9.6
250001147549,13.4
250001147555,12.5
250001147556,9.25
250001147560,9
250001147562,2.63
250001147563,4.5
250001147564,13.4
250001147565,11.8
250001147566,3.2
250001147567,7.83
250001147571,6.51
250001147572,13.4
250001147573,13.4
250001147574,3.9
250001147576,0
250001147577,12.8
250001147578,13.4
250001147579,10.7
250001147581,13.4
250001147582,10.05
250001147583,7
250001147584,0.5
250001147585,12.8
250001147590,4.87
250001147591,6.7
250001147592,6.4
250001147593,1
250001147594,0.13
250001147596,6.4
250001147597,5.18
250001147599,0
250001147600,6.4
250001147601,2.5
250001147603,6.4
250001147604,10.94
250001147605,0.05
250001147612,6.65
250001147613,6.7
250001147615,6.91
250001147617,0
250001147618,4.1
250001147623,2.6
250001147624,12.8
250001147627,0.05
250001147628,13.4
250001147629,6.2
250001147630,1.07
250001147637,6.7
250001147639,6.7
250001147643,8.53
250001147645,13.7
250001147646,8.93
250001147648,6.7
250001147653,13.4
250001147654,3.2
250001147657,12.8
250001147658,6.93
250001147668,13.4
250001147672,12.8
250001147673,3.53
250001147688,12.8
250001147689,13.4
250001147690,2.59
250001147691,6.4
250001147692,5.25
250001147693,6.68
250001147694,9
250001147696,0.33
250001147698,0
250001147699,7.9
250001147700,6.7
250001147701,2.5
250001147702,9.6
250001147703,12.8
250001147704,6.4
250001147705,12.8
250001147706,11
250001147707,3
250001147708,11.2
250001147709,9.6
250001147710,12.8
250001147711,12.8
250001147713,13.3
250001147715,12.8
250001147716,12.8
250001147717,12.8
250001147718,12.8
250001147719,6.4
250001147720,12.8
250001147721,12.8
250001147722,4.5
250001147723,13.4
250001147724,0
250001147725,12.8
250001147726,13.4
250001147727,11.2
250001147728,7
250001147729,12.8
250001147730,12.8
250001147731,13.4
250001147733,12.8
250001147734,12.8
250001147735,8.33
250001147737,0
250001147738,3.97
250001147739,0
250001147741,12.8
250001147748,10
250001147749,3.75
250001147751,0
250001147752,10.5
250001147753,8.7
250001147754,12.8
250001147755,13.4
250001147756,6.4
250001147757,6.7
250001147758,12.8
250001147762,12.8
250001147763,6.7
250001147764,12.8
250001147765,6.7
250001147766,13.4
250001147768,2.2
250001147769,6.6
250001147772,12.8
250001147773,6.4
250001147774,6.4
250001147775,13.4
250001147776,1.5
250001147777,2.8
250001147779,9.2
250001147781,6.4
250001147782,5
250001147784,13.4
250001147788,6.7
250001147789,13.1
250001147790,12.8
250001147797,9.6
250001147798,9.6
250001147799,13.4
250001147800,8.93
250001147801,11.73
250001147802,12.8
250001147803,9.6
250001147805,13.4
250001147807,8.93
250001147808,6.7
250001147809,2.7
250001147810,9.8
250001147811,8.93
250001147813,8.8
250001147814,6.4
250001147816,12.8
250001147817,12.8
250001147818,11.2
250001147819,10.8
250001147820,0
250001147821,6.4
250001147822,10
250001147823,13.4
250001147824,13.4
250001147825,13.4
250001147826,8.93
250001147827,12.8
250001147828,8.38
250001147829,11.17
250001147831,6.75
250001147833,13.4
250001147834,13.4
250001147835,13.4
250001147836,13.4
250001147837,12.8
250001147838,12.8
250001147839,9
250001147840,13.4
250001147841,12.8
250001147844,10.9
250001147845,8.4
250001147846,4.75
250001147847,9.6
250001147848,7
250001147849,12.8
250001147853,6.4
250001147854,12.8
250001147855,2.5
250001147856,10
250001147857,9.2
250001147859,8
250001147860,10.55
250001147861,12.8
250001147862,13.4
250001147863,12.8
250001147864,1
250001147865,12.8
250001147866,13.4
250001147868,13.4
250001147870,9.6
250001147871,13.4
250001147872,13.4
250001147873,9.6
250001147876,12.8
250001147877,10
250001147879,4.8
250001147882,5
250001147886,6.2
250001147888,4.5
250001147890,13.4
250001147891,13.4
250001147892,13.17
250001147893,13.4
250001147894,4.47
250001147898,6.4
250001147899,6
250001147900,8.01
250001147901,8.11
250001147902,12.7
250001147904,13.5
250001147905,13.6
250001147906,13.4
250001147907,9.6
250001147908,13
250001147909,13.8
250001147910,13.4
250001147911,13.4
250001147912,6.7
250001147915,8.8
250001147916,13.4
250001147920,13.4
250001147922,6.9
250001147923,6.2
250001147924,12.8
250001147925,13.4
250001147926,2.7
250001147927,12.8
250001147928,8.04
250001147929,8.53
250001147930,12.8
250001147931,12.8
250001147938,12.8
250001147939,12.8
250001147941,0
250001147942,2
250001147943,10.6
250001147946,1.5
250001147947,6.4
250001147953,0.02
250001147954,13.3
250001147957,12.8
250001147958,12
250001147959,13.4
250001147960,13.4
250001147963,6.4
250001147964,5.55
250001147965,0.65
250001147969,12.8
250001147971,8.75
250001147972,13.4
250001147974,1
250001147975,13.4
250001147977,6.4
250001147980,13
250001147981,5
250001147982,1.1
250001147983,9
250001147985,12.8
250001147986,1.1
250001147988,10.41
250001147989,12.2
250001147990,12.8
250001147991,9.82
250001147992,12.8
250001147993,13.4
250001147994,5
250001147995,12.71
250001147996,2.35
250001147997,13.4
250001147998,13.4
250001147999,12.2
250001148000,10.5
250001148001,10.31
250001148002,10.41
250001148003,13.18
250001148004,12.8
250001148005,8.36
250001148006,11.9
250001148008,1.25
250001148009,12.8
250001148010,9.79
250001148011,9.1
250001148012,11.2
250001148013,4.75
250001148014,8.33
250001148015,9
250001148016,13.2
250001148017,9.5
250001148018,10
250001148019,11.5
250001148020,13.4
250001148021,12.8
250001148023,9.6
250001148029,6.4
250001148030,12.8
250001148031,12.8
250001148032,12.8
250001148033,12.73
250001148036,12.8
250001148037,12.8
250001148040,9.9
250001148042,5
250001148043,12.8
250001148044,12.8
250001148046,12.8
250001148047,12.8
250001148048,12.8
250001148051,12.8
250001148052,12.8
250001148056,12.8
250001148058,13.4
250001148059,12.8
250001148060,12.8
250001148061,12.8
250001148062,12.8
250001148063,3.2
250001148064,13.4
250001148065,9.83
250001148066,13.4
250001148067,12.8
250001148068,8.75
250001148070,6.4
250001148079,12.8
250001148080,12.8
250001148085,0
250001148088,0
250001148094,13.4
250001148096,13.4
250001148097,12.8
250001148098,9.7
250001148099,13.4
250001148100,6.7
250001148101,7.5
250001148102,9
250001148103,12.8
250001148104,14.8
250001148105,8.93
250001148106,10
250001148107,6.7
250001148108,12.8
250001148109,12.8
250001148110,7.68
250001148112,12.8
250001148113,9.98
250001148115,12.8
250001148116,6.4
250001148118,12.8
250001148119,12.8
250001148121,12.8
250001148123,12.8
250001148124,13.4
250001148125,9.6
250001148126,8.8
250001148129,12.8
250001148130,12.8
250001148131,13.6
250001148133,10.72
250001148134,13.3
250001148135,12.8
250001148136,12.8
250001148139,9.95
250001148140,10.6
250001148141,11.84
250001148146,10.05
250001148149,12.8
250001148150,8.8
250001148153,10.6
250001148154,12.8
250001148155,6.4
250001148157,12.72
250001148158,12.8
250001148159,13.8
250001148160,12.8
250001148161,9.6
250001148166,12.8
250001148167,12.8
250001148168,13.4
250001148169,12.8
250001148170,12.8
250001148171,12.8
250001148172,13.15
250001148173,6.86
250001148174,10.57
250001148175,12.8
250001148176,4.11
250001148177,6.5
250001148179,6.65
250001148184,12.6
250001148185,11.9
250001148186,13
250001148187,8.93
250001148188,6
250001148190,11
250001148191,13.4
250001148193,10.72
250001148195,6.4
250001148196,0.8
250001148197,0.8
250001148201,6.7
250001148202,13.4
250001148203,12.8
250001148204,12.8
250001148205,11.8
250001148207,4.63
250001148208,12.2
250001148209,13.4
250001148210,0
250001148212,8.7
250001148213,12.8
250001148214,12.8
250001148215,12.8
250001148216,12.8
250001148217,12.8
250001148219,12.86
250001148220,13.3
250001148221,12.8
250001148222,10.67
250001148223,4.1
250001148224,13.4
250001148227,13.4
250001148228,9.6
250001148231,7.47
250001148233,0.05
250001148235,12.8
250001148237,8.93
250001148238,9.01
250001148239,12.9
250001148240,0.1
250001148241,12.8
250001148242,9.4
250001148243,12.8
250001148244,12.7
250001148246,12.8
250001148247,8.77
250001148248,10.88
250001148249,12.8
250001148250,13.4
250001148252,12.8
250001148253,6.7
250001148255,8.93
250001148267,0
250001148268,12.8
250001148270,12.8
250001148271,2.57
250001148272,13.4
250001148273,12.8
250001148274,14.41
250001148276,13.72
250001148277,12.8
250001148279,12.8
250001148280,12.8
